"location_name","location_type","location_fips_code","population","state","county","metro","year","month","rent_change_mom","rent_change_yoy","rent_change_pandemic","price_overall","price_1br","price_2br"
"Middlesex County, MA","County",25017,1623109,"Massachusetts","Middlesex County","Boston-Cambridge-Newton, MA-NH",2024,11,-0.0153,0.016,0.192,2313,1913,2498
"Norfolk County, MA","County",25021,722112,"Massachusetts","Norfolk County","Boston-Cambridge-Newton, MA-NH",2024,11,-0.0142,0.0261,0.2071,2328,2057,2500
"Plymouth County, MA","County",25023,529548,"Massachusetts","Plymouth County","Boston-Cambridge-Newton, MA-NH",2024,11,-0.0101,0.041,0.2086,1636,1150,1749
"Suffolk County, MA","County",25025,785443,"Massachusetts","Suffolk County","Boston-Cambridge-Newton, MA-NH",2024,11,-0.0219,0.0019,0.0981,2315,2195,2349
"Worcester County, MA","County",25027,858898,"Massachusetts","Worcester County","Worcester, MA-CT",2024,11,-0.0082,0.023,0.29,1502,1129,1567
"Anoka County, MN","County",27003,363985,"Minnesota","Anoka County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,0.0023,0.0122,0.1572,1468,1190,1490
"Carver County, MN","County",27019,107216,"Minnesota","Carver County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,-0.0021,-0.0232,0.1206,1523,1118,1568
"Dakota County, MN","County",27037,439179,"Minnesota","Dakota County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,-0.0086,0.0334,0.1105,1524,1253,1601
"Hennepin County, MN","County",27053,1270787,"Minnesota","Hennepin County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,-0.009,0.0077,0.0196,1456,1260,1619
"Olmsted County, MN","County",27109,162307,"Minnesota","Olmsted County","Rochester, MN",2024,11,-0.0064,0.0016,0.1446,1224,1001,1211
"Ramsey County, MN","County",27123,547202,"Minnesota","Ramsey County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,3e-04,0.0296,0.0762,1376,1231,1509
"Stearns County, MN","County",27145,158622,"Minnesota","Stearns County","St. Cloud, MN",2024,11,-6e-04,-0.0042,0.237,1059,810,1135
"Washington County, MN","County",27163,268651,"Minnesota","Washington County","Minneapolis-St. Paul-Bloomington, MN-WI",2024,11,0.0047,0.038,0.1419,1631,1269,1581
"Harrison County, MS","County",28047,208748,"Mississippi","Harrison County","Gulfport-Biloxi, MS",2024,11,0.0041,0.0114,0.3832,1158,916,1073
"Hinds County, MS","County",28049,226541,"Mississippi","Hinds County","Jackson, MS",2024,11,-6e-04,0.0013,0.185,1126,877,1119
"Clay County, MO","County",29047,253085,"Missouri","Clay County","Kansas City, MO-KS",2024,11,-0.0101,0.0403,0.3135,1454,1199,1427
"Jackson County, MO","County",29095,715526,"Missouri","Jackson County","Kansas City, MO-KS",2024,11,7e-04,0.038,0.1709,1267,1075,1255
"Platte County, MO","County",29165,107033,"Missouri","Platte County","Kansas City, MO-KS",2024,11,0.008,0.0353,0.3501,1348,1157,1352
"St. Charles County, MO","County",29183,406262,"Missouri","St. Charles County","St. Louis, MO-IL",2024,11,5e-04,0.0569,0.3104,1415,1255,1399
"St. Louis County, MO","County",29189,999703,"Missouri","St. Louis County","St. Louis, MO-IL",2024,11,-0.0095,0.0129,0.2403,1304,1077,1315
"Douglas County, NE","County",31055,582638,"Nebraska","Douglas County","Omaha-Council Bluffs, NE-IA",2024,11,-0.0036,0.0224,0.2526,1234,1054,1284
"Lancaster County, NE","County",31109,322063,"Nebraska","Lancaster County","Lincoln, NE",2024,11,-0.0029,-0.0105,0.2701,1101,930,1113
"Sarpy County, NE","County",31153,191272,"Nebraska","Sarpy County","Omaha-Council Bluffs, NE-IA",2024,11,-0.0065,0.0341,0.2905,1372,1146,1356
"Washoe County, NV","County",32031,486674,"Nevada","Washoe County","Reno, NV",2024,11,-0.0101,0.0409,0.1642,1431,1166,1453
"Clark County, NV","County",32003,2265926,"Nevada","Clark County","Las Vegas-Henderson-Paradise, NV",2024,11,-0.0066,-0.0038,0.2642,1471,1174,1384
"Hillsborough County, NH","County",33011,422733,"New Hampshire","Hillsborough County","Manchester-Nashua, NH",2024,11,-0.0084,0.0167,0.3697,1706,1322,1818
"Rockingham County, NH","County",33015,315169,"New Hampshire","Rockingham County","Boston-Cambridge-Newton, MA-NH",2024,11,-0.012,0.0375,0.2311,1775,1395,1930
"Mercer County, NJ","County",34021,383732,"New Jersey","Mercer County","Trenton-Princeton, NJ",2024,11,0.0086,-0.0392,0.2074,1641,1354,1777
"Middlesex County, NJ","County",34023,860147,"New Jersey","Middlesex County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0108,0.0136,0.2891,1910,1636,2111
"Morris County, NJ","County",34027,508816,"New Jersey","Morris County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,0.0049,0.0187,0.2487,2039,1727,2249
"Somerset County, NJ","County",34035,344978,"New Jersey","Somerset County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0085,0.0064,0.2236,2203,1897,2341
"Union County, NJ","County",34039,572079,"New Jersey","Union County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0189,-0.0235,0.1685,1848,1488,1936
"Bergen County, NJ","County",34003,953243,"New Jersey","Bergen County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0146,0.0011,0.2056,2050,1799,2159
"Burlington County, NJ","County",34005,461853,"New Jersey","Burlington County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024,11,-0.003,0.0234,0.3526,1820,1501,1910
"Camden County, NJ","County",34007,522581,"New Jersey","Camden County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024,11,-0.011,0.0469,0.3791,1655,1434,1792
"Essex County, NJ","County",34013,853374,"New Jersey","Essex County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0248,-0.0339,0.1736,1828,1536,1941
"Hudson County, NJ","County",34017,712029,"New Jersey","Hudson County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0133,-0.0022,0.1419,2156,1929,2186
"Monmouth County, NJ","County",34025,643064,"New Jersey","Monmouth County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0117,0.0282,0.3761,1953,1616,2167
"Santa Fe County, NM","County",35049,154481,"New Mexico","Santa Fe County","Santa Fe, NM",2024,11,-0.0104,0.0086,0.3864,1470,1237,1520
"Albany County, NY","County",36001,315041,"New York","Albany County","Albany-Schenectady-Troy, NY",2024,11,-0.0069,-0.0056,0.2372,1419,1264,1524
"Kings County, NY","County",36047,2679620,"New York","Kings County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0049,0.0079,0.1712,2344,2199,2389
"Nassau County, NY","County",36059,1389160,"New York","Nassau County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,0.0125,0.031,0.1876,2502,2133,2484
"New York County, NY","County",36061,1645867,"New York","New York County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0153,0.0288,0.1964,2972,3219,2717
"Saratoga County, NY","County",36091,236328,"New York","Saratoga County","Albany-Schenectady-Troy, NY",2024,11,-0.015,-0.025,0.2815,1348,1126,1417
"Suffolk County, NY","County",36103,1524486,"New York","Suffolk County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,-0.0094,-0.0115,0.1684,2342,2037,2398
"Westchester County, NY","County",36119,997904,"New York","Westchester County","New York-Newark-Jersey City, NY-NJ-PA",2024,11,0.0027,0.0014,0.0605,2077,1846,2241
"Alamance County, NC","County",37001,171779,"North Carolina","Alamance County","Burlington, NC",2024,11,0.0029,0.0378,0.3475,1122,1024,1081
"Buncombe County, NC","County",37021,269449,"North Carolina","Buncombe County","Asheville, NC",2024,11,-0.0051,0.0082,0.3643,1409,1276,1428
"Cabarrus County, NC","County",37025,226396,"North Carolina","Cabarrus County","Charlotte-Concord-Gastonia, NC-SC",2024,11,-0.003,-0.0177,0.189,1256,969,1163
"Durham County, NC","County",37063,325101,"North Carolina","Durham County","Durham-Chapel Hill, NC",2024,11,-0.0157,-0.0218,0.1972,1334,1169,1358
"Forsyth County, NC","County",37067,383739,"North Carolina","Forsyth County","Winston-Salem, NC",2024,11,-0.0131,0.0188,0.3489,1148,953,1111
"Gaston County, NC","County",37071,228972,"North Carolina","Gaston County","Charlotte-Concord-Gastonia, NC-SC",2024,11,-0.0128,-0.0627,0.3218,1129,924,1084
"Guilford County, NC","County",37081,539557,"North Carolina","Guilford County","Greensboro-High Point, NC",2024,11,-0.0086,0.0117,0.3944,1150,1008,1120
"Mecklenburg County, NC","County",37119,1115403,"North Carolina","Mecklenburg County","Charlotte-Concord-Gastonia, NC-SC",2024,11,-0.0095,-0.0335,0.1839,1423,1289,1411
"Orange County, NC","County",37135,145919,"North Carolina","Orange County","Durham-Chapel Hill, NC",2024,11,-0.005,-0.017,0.245,1354,1169,1370
"Pitt County, NC","County",37147,171196,"North Carolina","Pitt County","Greenville, NC",2024,11,0.0196,0.0775,0.3135,1215,948,1196
"Union County, NC","County",37179,240109,"North Carolina","Union County","Charlotte-Concord-Gastonia, NC-SC",2024,11,0.0069,-0.0662,0.2575,1477,1023,1189
"Wake County, NC","County",37183,1132103,"North Carolina","Wake County","Raleigh-Cary, NC",2024,11,-0.009,-0.0424,0.1985,1420,1237,1393
"Cumberland County, NC","County",37051,335207,"North Carolina","Cumberland County","Fayetteville, NC",2024,11,-0.0075,0.0266,0.3718,1186,940,1073
"New Hanover County, NC","County",37129,228134,"North Carolina","New Hanover County","Wilmington, NC",2024,11,-0.0176,-0.0248,0.2449,1265,1141,1252
"Grand Forks County, ND","County",38035,72927,"North Dakota","Grand Forks County","Grand Forks, ND-MN",2024,11,-0.0013,0.0736,0.2043,1076,861,1085
"Cass County, ND","County",38017,186328,"North Dakota","Cass County","Fargo, ND-MN",2024,11,-0.0033,-0.0309,0.1496,951,827,969
"Ward County, ND","County",38101,69532,"North Dakota","Ward County","Minot, ND",2024,11,3e-04,0.0309,0.2179,1142,856,1094
"Butler County, OH","County",39017,388327,"Ohio","Butler County","Cincinnati, OH-KY-IN",2024,11,-0.0048,0.0255,0.3075,1194,1006,1148
"Clermont County, OH","County",39025,208851,"Ohio","Clermont County","Cincinnati, OH-KY-IN",2024,11,-0.0215,-0.0215,0.3796,1210,937,1259
"Cuyahoga County, OH","County",39035,1256620,"Ohio","Cuyahoga County","Cleveland-Elyria, OH",2024,11,0.0024,0.0394,0.239,1095,905,1130
"Delaware County, OH","County",39041,216074,"Ohio","Delaware County","Columbus, OH",2024,11,-0.0016,0.0397,0.2731,1472,1273,1519
"Franklin County, OH","County",39049,1318149,"Ohio","Franklin County","Columbus, OH",2024,11,-0.0091,0.0151,0.2454,1309,1118,1344
"Greene County, OH","County",39057,167567,"Ohio","Greene County","Dayton-Kettering, OH",2024,11,-0.0043,0.0135,0.3982,1133,863,1121
"Hamilton County, OH","County",39061,827671,"Ohio","Hamilton County","Cincinnati, OH-KY-IN",2024,11,-0.0041,0.0021,0.2535,1148,934,1216
"Lorain County, OH","County",39093,313101,"Ohio","Lorain County","Cleveland-Elyria, OH",2024,11,-0.0143,0.0293,0.3977,986,749,964
"Lucas County, OH","County",39095,430014,"Ohio","Lucas County","Toledo, OH",2024,11,0.0168,0.0409,0.3623,925,691,957
"Medina County, OH","County",39103,182347,"Ohio","Medina County","Cleveland-Elyria, OH",2024,11,0.0093,0.0073,0.3557,1169,887,1207
"Montgomery County, OH","County",39113,536121,"Ohio","Montgomery County","Dayton-Kettering, OH",2024,11,-0.0058,0.0239,0.3546,1066,816,1068
"Summit County, OH","County",39153,539361,"Ohio","Summit County","Akron, OH",2024,11,-0.0063,0.0144,0.3217,1027,778,1047
"Warren County, OH","County",39165,243189,"Ohio","Warren County","Cincinnati, OH-KY-IN",2024,11,0.0033,0.0232,0.3508,1528,1273,1492
"Cleveland County, OK","County",40027,295060,"Oklahoma","Cleveland County","Oklahoma City, OK",2024,11,-0.015,0.0158,0.3019,1108,879,1065
"Comanche County, OK","County",40031,121777,"Oklahoma","Comanche County","Lawton, OK",2024,11,0.0067,0.0514,0.2474,872,604,811
"Oklahoma County, OK","County",40109,795822,"Oklahoma","Oklahoma County","Oklahoma City, OK",2024,11,-0.009,-0.0075,0.2465,1092,879,1095
"Tulsa County, OK","County",40143,668923,"Oklahoma","Tulsa County","Tulsa, OK",2024,11,-0.0038,0.0484,0.3139,1094,897,1116
"Lane County, OR","County",41039,382218,"Oregon","Lane County","Eugene-Springfield, OR",2024,11,-0.008,0.0235,0.244,1200,911,1217
"Marion County, OR","County",41047,345815,"Oregon","Marion County","Salem, OR",2024,11,-0.0018,-0.0076,0.3557,1358,1054,1365
"Multnomah County, OR","County",41051,808098,"Oregon","Multnomah County","Portland-Vancouver-Hillsboro, OR-WA",2024,11,-0.0105,0.0146,0.0203,1536,1390,1625
"Clackamas County, OR","County",41005,420925,"Oregon","Clackamas County","Portland-Vancouver-Hillsboro, OR-WA",2024,11,-0.0106,0.0206,0.242,1682,1446,1667
"Deschutes County, OR","County",41017,199352,"Oregon","Deschutes County","Bend, OR",2024,11,-0.0139,-0.0039,0.1817,1636,1232,1491
"Washington County, OR","County",41067,599541,"Oregon","Washington County","Portland-Vancouver-Hillsboro, OR-WA",2024,11,-0.0169,0.0277,0.2133,1745,1493,1726
"Bucks County, PA","County",42017,645163,"Pennsylvania","Bucks County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024,11,-0.0052,0.0021,0.2882,1666,1398,1790
"Chester County, PA","County",42029,536474,"Pennsylvania","Chester County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024,11,-0.0042,0.0127,0.2593,1848,1653,1898
"Delaware County, PA","County",42045,575312,"Pennsylvania","Delaware County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024,11,-0.0062,-0.0161,0.2603,1502,1288,1600
"Lehigh County, PA","County",42077,374110,"Pennsylvania","Lehigh County","Allentown-Bethlehem-Easton, PA-NJ",2024,11,-0.0059,0.0367,0.3352,1426,1161,1501
"Philadelphia County, PA","County",42101,1593208,"Pennsylvania","Philadelphia County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024,11,-0.0073,-0.0056,0.1018,1386,1267,1466
"York County, PA","County",42133,457051,"Pennsylvania","York County","York-Hanover, PA",2024,11,-0.0083,0.0363,0.4377,1315,1029,1325
"Allegheny County, PA","County",42003,1245310,"Pennsylvania","Allegheny County","Pittsburgh, PA",2024,11,-0.0107,0.0056,0.1496,1234,1037,1305
"Montgomery County, PA","County",42091,856399,"Pennsylvania","Montgomery County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2024,11,-0.0074,0.0049,0.2172,1553,1327,1659
"Providence County, RI","County",44007,657984,"Rhode Island","Providence County","Providence-Warwick, RI-MA",2024,11,-0.022,0.004,0.299,1423,1104,1484
"Lexington County, SC","County",45063,295934,"South Carolina","Lexington County","Columbia, SC",2024,11,-0.0053,0.0129,0.3558,1170,1085,1104
"Greenville County, SC","County",45045,528251,"South Carolina","Greenville County","Greenville-Anderson, SC",2024,11,0.0031,-0.0247,0.2221,1258,1108,1257
"Beaufort County, SC","County",45013,189071,"South Carolina","Beaufort County","Hilton Head Island-Bluffton, SC",2024,11,-0.0288,-0.0503,0.3354,1622,1530,1587
"Berkeley County, SC","County",45015,231419,"South Carolina","Berkeley County","Charleston-North Charleston, SC",2024,11,-0.0126,-0.0076,0.2757,1594,1519,1404
"Dorchester County, SC","County",45035,162139,"South Carolina","Dorchester County","Charleston-North Charleston, SC",2024,11,-0.0131,0.0042,0.3051,1409,1205,1297
"Horry County, SC","County",45051,356578,"South Carolina","Horry County","Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2024,11,-0.0116,-0.0325,0.3463,1148,949,1098
"York County, SC","County",45091,282987,"South Carolina","York County","Charlotte-Concord-Gastonia, NC-SC",2024,11,-0.009,0.0068,0.2813,1247,1171,1228
"Spartanburg County, SC","County",45083,330119,"South Carolina","Spartanburg County","Spartanburg, SC",2024,11,-0.0028,-0.0149,0.196,1142,984,1098
"Richland County, SC","County",45079,416161,"South Carolina","Richland County","Columbia, SC",2024,11,-0.0108,0.0021,0.3016,1182,1002,1133
"Charleston County, SC","County",45019,409840,"South Carolina","Charleston County","Charleston-North Charleston, SC",2024,11,-0.0146,-0.0034,0.3295,1591,1436,1595
"Lincoln County, SD","County",46083,65801,"South Dakota","Lincoln County","Sioux Falls, SD",2024,11,0.0075,-0.0376,0.186,1163,977,1172
"Minnehaha County, SD","County",46099,197742,"South Dakota","Minnehaha County","Sioux Falls, SD",2024,11,-0.0044,-0.0052,0.2017,906,777,924
"Bell County, TX","County",48027,372821,"Texas","Bell County","Killeen-Temple, TX",2024,11,0.0016,-0.0467,0.2994,1091,802,991
"Bexar County, TX","County",48029,2014059,"Texas","Bexar County","San Antonio-New Braunfels, TX",2024,11,-0.0103,-0.0303,0.1311,1207,1019,1252
"Brazoria County, TX","County",48039,374600,"Texas","Brazoria County","Houston-The Woodlands-Sugar Land, TX",2024,11,-0.008,-0.014,0.0967,1250,1108,1174
"Brazos County, TX","County",48041,234548,"Texas","Brazos County","College Station-Bryan, TX",2024,11,-0.0111,-5e-04,0.1993,1227,1067,1151
"Collin County, TX","County",48085,1079153,"Texas","Collin County","Dallas-Fort Worth-Arlington, TX",2024,11,-0.0121,-0.0543,0.1837,1627,1322,1704
"Comal County, TX","County",48091,165201,"Texas","Comal County","San Antonio-New Braunfels, TX",2024,11,-0.0222,-0.0407,0.1517,1347,1254,1330
"Dallas County, TX","County",48113,2604053,"Texas","Dallas County","Dallas-Fort Worth-Arlington, TX",2024,11,-0.0067,-0.023,0.1679,1407,1246,1462
"Denton County, TX","County",48121,914870,"Texas","Denton County","Dallas-Fort Worth-Arlington, TX",2024,11,-0.0078,-0.0327,0.2091,1471,1228,1563
"Ector County, TX","County",48135,162300,"Texas","Ector County","Odessa, TX",2024,11,0.0055,0.0229,0.0482,1672,1408,1735
"El Paso County, TX","County",48141,863832,"Texas","El Paso County","El Paso, TX",2024,11,0.0028,0.0404,0.373,1149,912,1083
"Ellis County, TX","County",48139,195509,"Texas","Ellis County","Dallas-Fort Worth-Arlington, TX",2024,11,-0.0037,-0.0133,0.252,1507,1316,1405
"Fort Bend County, TX","County",48157,832607,"Texas","Fort Bend County","Houston-The Woodlands-Sugar Land, TX",2024,11,-0.0061,0.001,0.1827,1806,1441,1723
"Galveston County, TX","County",48167,350801,"Texas","Galveston County","Houston-The Woodlands-Sugar Land, TX",2024,11,-5e-04,0.0315,0.2225,1394,1145,1399
"Grayson County, TX","County",48181,137008,"Texas","Grayson County","Sherman-Denison, TX",2024,11,-0.0144,-0.0547,0.187,1197,920,1183
"Gregg County, TX","County",48183,124245,"Texas","Gregg County","Longview, TX",2024,11,-0.0245,-0.0151,0.2541,1022,835,1002
"Guadalupe County, TX","County",48187,173828,"Texas","Guadalupe County","San Antonio-New Braunfels, TX",2024,11,-0.0186,-0.0697,0.1352,1233,857,1102
"Harris County, TX","County",48201,4726177,"Texas","Harris County","Houston-The Woodlands-Sugar Land, TX",2024,11,-0.0047,-6e-04,0.1136,1326,1137,1347
"Hays County, TX","County",48209,245351,"Texas","Hays County","Austin-Round Rock-Georgetown, TX",2024,11,-0.018,-0.0591,0.1261,1208,1091,1205
"Hidalgo County, TX","County",48215,873167,"Texas","Hidalgo County","McAllen-Edinburg-Mission, TX",2024,11,-0.0165,-0.0238,0.1688,897,678,885
"Jefferson County, TX","County",48245,254942,"Texas","Jefferson County","Beaumont-Port Arthur, TX",2024,11,-0.0104,0.008,0.0629,1047,834,1054
"Johnson County, TX","County",48251,182690,"Texas","Johnson County","Dallas-Fort Worth-Arlington, TX",2024,11,-0.0052,0.0017,0.2191,1314,961,1229
"Kaufman County, TX","County",48257,149773,"Texas","Kaufman County","Dallas-Fort Worth-Arlington, TX",2024,11,-0.0173,-0.044,0.2145,1414,1216,1247
"Kendall County, TX","County",48259,45376,"Texas","Kendall County","San Antonio-New Braunfels, TX",2024,11,-0.0144,-0.0505,0.1429,1437,1150,1415
"McLennan County, TX","County",48309,261090,"Texas","McLennan County","Waco, TX",2024,11,0.002,0.018,0.326,1110,893,1111
"Midland County, TX","County",48329,169393,"Texas","Midland County","Midland, TX",2024,11,-0.004,0.0382,0.0327,1688,1474,1806
"Montgomery County, TX","County",48339,629989,"Texas","Montgomery County","Houston-The Woodlands-Sugar Land, TX",2024,11,-0.0163,-0.0214,0.142,1435,1236,1428
"Nueces County, TX","County",48355,353245,"Texas","Nueces County","Corpus Christi, TX",2024,11,-0.0135,-0.0185,0.0586,1206,1001,1223
"Smith County, TX","County",48423,234667,"Texas","Smith County","Tyler, TX",2024,11,2e-04,-0.006,0.2664,1120,876,1099
"Tarrant County, TX","County",48439,2113854,"Texas","Tarrant County","Dallas-Fort Worth-Arlington, TX",2024,11,-0.0087,-0.029,0.1803,1387,1177,1400
"Taylor County, TX","County",48441,143029,"Texas","Taylor County","Abilene, TX",2024,11,-4e-04,-0.0096,0.2253,1120,871,1114
"Tom Green County, TX","County",48451,119276,"Texas","Tom Green County","San Angelo, TX",2024,11,-0.0118,-0.034,0.1154,1130,871,1148
"Travis County, TX","County",48453,1289054,"Texas","Travis County","Austin-Round Rock-Georgetown, TX",2024,11,-0.0098,-0.0682,0.0838,1417,1246,1516
"Williamson County, TX","County",48491,617396,"Texas","Williamson County","Austin-Round Rock-Georgetown, TX",2024,11,-0.0159,-0.0755,0.1034,1410,1164,1408
"Anchorage County, AK","County",2020,290674,"Alaska","Anchorage Municipality","Anchorage, AK",2024,11,-4e-04,0.0352,0.4636,1695,1214,1659
"Davis County, UT","County",49011,363032,"Utah","Davis County","Ogden-Clearfield, UT",2024,11,-0.0121,-0.0337,0.212,1352,1076,1227
"Salt Lake County, UT","County",49035,1180643,"Utah","Salt Lake County","Salt Lake City, UT",2024,11,-0.0129,-0.0313,0.209,1464,1211,1450
"Utah County, UT","County",49049,666021,"Utah","Utah County","Provo-Orem, UT",2024,11,-0.0123,-0.0348,0.234,1305,973,1129
"Weber County, UT","County",49057,262960,"Utah","Weber County","Ogden-Clearfield, UT",2024,11,-0.0152,-0.0229,0.2371,1175,783,1140
"Arlington County, VA","County",51013,235845,"Virginia","Arlington County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0151,0.0388,0.1432,2552,2403,2904
"Chesterfield County, VA","County",51041,366019,"Virginia","Chesterfield County","Richmond, VA",2024,11,-0.0082,0.0336,0.3091,1624,1380,1567
"Fairfax County, VA","County",51059,1145354,"Virginia","Fairfax County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0073,0.0483,0.1927,2353,2016,2335
"Henrico County, VA","County",51087,333120,"Virginia","Henrico County","Richmond, VA",2024,11,-0.0091,0.0216,0.2638,1445,1230,1415
"Loudoun County, VA","County",51107,420773,"Virginia","Loudoun County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0055,0.0585,0.2772,2426,1960,2257
"Prince William County, VA","County",51153,481114,"Virginia","Prince William County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0027,0.0551,0.2937,2166,1781,2053
"Spotsylvania County, VA","County",51177,141097,"Virginia","Spotsylvania County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.012,0.0474,0.3373,1777,1464,1719
"Stafford County, VA","County",51179,157606,"Virginia","Stafford County","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0148,0.0461,0.2725,2062,1819,1833
"York County, VA","County",51199,70238,"Virginia","York County","Virginia Beach-Norfolk-Newport News, VA-NC",2024,11,-6e-04,0.0297,0.4155,2147,1487,1871
"Alexandria County, VA","County",51510,157594,"Virginia","Alexandria city","Washington-Arlington-Alexandria, DC-VA-MD-WV",2024,11,-0.0097,0.0466,0.1609,2232,2044,2512
"Hampton County, VA","County",51650,137217,"Virginia","Hampton city","Virginia Beach-Norfolk-Newport News, VA-NC",2024,11,-0.0031,0.0313,0.3452,1368,1136,1307
"Newport News County, VA","County",51700,185118,"Virginia","Newport News city","Virginia Beach-Norfolk-Newport News, VA-NC",2024,11,-0.0012,0.0189,0.3496,1354,1148,1309
"Portsmouth County, VA","County",51740,97384,"Virginia","Portsmouth city","Virginia Beach-Norfolk-Newport News, VA-NC",2024,11,0.0041,0.0695,0.3288,1487,1231,1420
"Norfolk County, VA","County",51710,236973,"Virginia","Norfolk city","Virginia Beach-Norfolk-Newport News, VA-NC",2024,11,-0.0078,0.012,0.2677,1447,1202,1406
"Chesapeake County, VA","County",51550,249377,"Virginia","Chesapeake city","Virginia Beach-Norfolk-Newport News, VA-NC",2024,11,-0.0172,0.0042,0.3175,1653,1438,1561
"Virginia Beach County, VA","County",51810,457900,"Virginia","Virginia Beach city","Virginia Beach-Norfolk-Newport News, VA-NC",2024,11,-0.0075,0.0347,0.3148,1743,1444,1633
"Suffolk County, VA","County",51800,94856,"Virginia","Suffolk city","Virginia Beach-Norfolk-Newport News, VA-NC",2024,11,0.0133,0.0478,0.3032,1645,1611,1450
"Benton County, WA","County",53005,207560,"Washington","Benton County","Kennewick-Richland, WA",2024,11,-0.008,0.0144,0.3207,1373,1131,1390
"Pierce County, WA","County",53053,918993,"Washington","Pierce County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0088,0.0035,0.2057,1692,1362,1678
"Snohomish County, WA","County",53061,828337,"Washington","Snohomish County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0108,0.0077,0.2141,1917,1595,1878
"Kitsap County, WA","County",53035,275411,"Washington","Kitsap County","Bremerton-Silverdale-Port Orchard, WA",2024,11,0.0014,0.0554,0.2168,1866,1351,1834
"Spokane County, WA","County",53063,538711,"Washington","Spokane County","Spokane-Spokane Valley, WA",2024,11,-0.0115,0.0099,0.294,1184,928,1203
"Thurston County, WA","County",53067,294272,"Washington","Thurston County","Olympia-Lacey-Tumwater, WA",2024,11,-0.0069,-0.0139,0.1638,1594,1341,1553
"Clark County, WA","County",53011,504091,"Washington","Clark County","Portland-Vancouver-Hillsboro, OR-WA",2024,11,-0.0079,-0.0022,0.2245,1703,1381,1611
"King County, WA","County",53033,2254371,"Washington","King County","Seattle-Tacoma-Bellevue, WA",2024,11,-0.0127,0.0101,0.0742,2062,1852,2206
"Dane County, WI","County",55025,559891,"Wisconsin","Dane County","Madison, WI",2024,11,0.0026,0.0508,0.3281,1528,1395,1601
"Milwaukee County, WI","County",55079,933063,"Wisconsin","Milwaukee County","Milwaukee-Waukesha, WI",2024,11,-0.0169,0.0018,0.2132,1156,976,1199
"Racine County, WI","County",55101,197068,"Wisconsin","Racine County","Racine, WI",2024,11,-0.0033,-0.0198,0.2247,1028,765,1029
"Waukesha County, WI","County",55133,407290,"Wisconsin","Waukesha County","Milwaukee-Waukesha, WI",2024,11,-0.0185,0.0246,0.2746,1419,1231,1493
"Ingham County, MI","County",26065,282540,"Michigan","Ingham County","Lansing-East Lansing, MI",2024,11,-0.0109,0.0312,0.3527,1147,929,1198
"Kalamazoo County, MI","County",26077,261426,"Michigan","Kalamazoo County","Kalamazoo-Portage, MI",2024,11,0.0109,0.0334,0.3563,1080,927,1130
"Kent County, MI","County",26081,657321,"Michigan","Kent County","Grand Rapids-Kentwood, MI",2024,11,-0.0041,0.0467,0.301,1270,1064,1307
"Macomb County, MI","County",26099,878453,"Michigan","Macomb County","Detroit-Warren-Dearborn, MI",2024,11,-0.0102,0.0311,0.2639,1234,1007,1257
"Oakland County, MI","County",26125,1272264,"Michigan","Oakland County","Detroit-Warren-Dearborn, MI",2024,11,-0.0101,0.0298,0.2187,1391,1114,1503
"Washtenaw County, MI","County",26161,370231,"Michigan","Washtenaw County","Ann Arbor, MI",2024,11,-0.0153,0.0318,0.1861,1411,1217,1490
